order_id,customer_id,customer_state,customer_city,order_status,order_purchase_timestamp,order_approved_at,order_delivered_customer_date,order_estimated_delivery_date,is_late,delivery_days,promised_days,n_items,total_price,total_freight,freight_to_price_ratio,cross_state,product_category,avg_review_score
O02478,C01544,SP,santos,delivered,2018-06-04 05:40:33,2018-06-04 07:40:33,2018-06-24 05:40:33,2018-06-09 05:40:33,1,20,5,3,1139.44,76.96,0.1197,1,casa_quarto,4.0
O02488,C00463,TO,palmas,delivered,2018-05-22 20:47:17,2018-05-24 10:47:17,2018-06-11 20:47:17,2018-06-13 20:47:17,0,20,22,1,69.18,41.11,0.5942,1,cama_mesa_banho,4.0
O02490,C00395,CE,sobral,delivered,2017-05-10 23:17:57,2017-05-11 18:17:57,2017-05-25 23:17:57,2017-05-20 23:17:57,1,15,10,2,403.68,16.9,0.0409,1,casa_escritorio,1.0
O02509,C00487,DF,guara,delivered,2016-11-16 16:37:24,2016-11-18 02:37:24,2016-12-04 16:37:24,2016-12-09 16:37:24,0,18,23,1,330.63,38.22,0.1156,1,eletroportateis,4.0
O02512,C01117,DF,taguatinga,delivered,2017-09-03 00:40:19,2017-09-04 22:40:19,2017-09-26 00:40:19,2017-09-18 00:40:19,1,23,15,2,110.91,70.79,0.6116,1,beleza_saude,5.0
O02516,C01207,SP,sao paulo,delivered,2018-06-30 23:30:05,2018-07-01 22:30:05,2018-07-30 23:30:05,2018-07-24 23:30:05,1,30,24,1,44.26,46.93,1.0603,1,moveis_decoracao,4.0
O02518,C01363,PI,teresina,delivered,2017-11-25 05:52:25,2017-11-26 09:52:25,2017-12-14 05:52:25,2017-12-10 05:52:25,1,19,15,1,457.36,46.13,0.1009,1,beleza_saude,3.0
O02545,C01692,RO,ji-parana,delivered,2018-06-24 03:55:03,2018-06-25 22:55:03,2018-07-04 03:55:03,2018-07-02 03:55:03,1,10,8,1,300.28,41.31,0.1376,1,casa_quarto,2.0
O02570,C01035,PR,cascavel,delivered,2017-10-12 21:14:08,2017-10-13 15:14:08,2017-10-16 21:14:08,2017-10-29 21:14:08,0,4,17,3,779.93,86.24,0.1258,1,casa_quarto,5.0
O02572,C01973,RS,canoas,delivered,2018-02-28 21:14:32,2018-03-02 00:14:32,2018-03-16 21:14:32,2018-03-19 21:14:32,0,16,19,1,338.92,46.16,0.1362,1,moveis_escritorio,5.0
O02576,C01182,RS,canoas,delivered,2017-02-18 20:58:06,2017-02-18 21:58:06,2017-03-02 20:58:06,2017-03-05 20:58:06,0,12,15,1,354.14,9.34,0.0264,1,casa_escritorio,2.0
O02579,C00069,BA,feira de santana,delivered,2018-02-07 05:27:18,2018-02-07 08:27:18,2018-02-17 05:27:18,2018-02-26 05:27:18,0,10,19,1,214.2,34.13,0.1593,1,beleza_saude,5.0
O02581,C00812,PE,caruaru,delivered,2018-09-21 09:17:48,2018-09-23 03:17:48,2018-09-30 09:17:48,2018-09-26 09:17:48,1,9,5,1,431.55,48.32,0.112,1,fashion_calcados,3.0
O02590,C00050,AM,coari,delivered,2018-01-03 04:47:34,2018-01-04 21:47:34,2018-01-06 04:47:34,2018-01-28 04:47:34,0,3,25,2,961.61,56.65,0.06,1,papelaria,5.0
O02605,C01251,RS,caxias do sul,delivered,2018-06-13 04:33:19,2018-06-14 09:33:19,2018-06-28 04:33:19,2018-07-07 04:33:19,0,15,24,1,226.43,21.74,0.096,1,casa_utilidades,5.0
O02623,C01404,AP,oida,delivered,2017-02-22 12:05:16,2017-02-24 11:05:16,2017-03-09 12:05:16,2017-03-02 12:05:16,1,15,8,1,302.93,42.71,0.141,1,audio,5.0
O02627,C00552,RS,caxias do sul,delivered,2017-08-06 04:22:51,2017-08-07 01:22:51,2017-08-21 04:22:51,2017-08-31 04:22:51,0,15,25,1,113.09,44.17,0.3906,1,relogios_presentes,5.0
O02632,C00940,RR,mucajai,delivered,2018-03-20 19:32:53,2018-03-21 11:32:53,2018-04-09 19:32:53,2018-04-02 19:32:53,1,20,13,1,465.48,46.81,0.1006,1,casa_garagem,3.0
O02639,C01694,DF,guara,delivered,2017-10-28 12:02:50,2017-10-29 21:02:50,2017-11-03 12:02:50,2017-11-13 12:02:50,0,6,16,1,187.16,36.15,0.1932,1,casa_jardim,4.0
O02681,C00431,AM,parintins,delivered,2018-08-15 23:56:40,2018-08-16 02:56:40,2018-09-10 23:56:40,2018-08-25 23:56:40,1,26,10,3,1111.36,64.98,0.0608,1,artes,1.0
O02691,C01520,AC,feijo,delivered,2017-01-01 19:20:10,2017-01-03 18:20:10,2017-01-07 19:20:10,2017-01-16 19:20:10,0,6,15,1,276.79,19.74,0.0713,1,moveis_cozinha,5.0
O02693,C00804,PI,campo maior,delivered,2018-03-23 03:58:38,2018-03-23 19:58:38,2018-03-29 03:58:38,2018-04-09 03:58:38,0,6,17,2,713.57,35.22,0.0475,1,casa_outros,4.0
O02699,C01572,AC,rio branco,delivered,2016-11-01 23:47:16,2016-11-02 15:47:16,2016-11-30 23:47:16,2016-11-23 23:47:16,1,29,22,3,653.12,86.15,0.1886,1,brinquedos,1.0
O02713,C00494,SP,sao paulo,delivered,2017-06-17 16:07:56,2017-06-19 11:07:56,2017-07-09 16:07:56,2017-07-12 16:07:56,0,22,25,1,406.91,7.5,0.0184,0,casa_garagem,5.0
O02719,C01538,MA,timon,delivered,2016-12-08 16:19:30,2016-12-09 11:19:30,2016-12-13 16:19:30,2017-01-01 16:19:30,0,5,24,2,166.94,88.4,0.8056,1,casa_garagem,4.0
O02726,C00443,CE,sobral,delivered,2018-04-27 03:26:31,2018-04-28 13:26:31,2018-05-10 03:26:31,2018-05-03 03:26:31,1,13,6,2,468.78,20.15,0.0417,1,eletroportateis,3.0
O02727,C00806,PA,santarem,delivered,2017-09-03 09:30:34,2017-09-03 12:30:34,2017-09-13 09:30:34,2017-09-21 09:30:34,0,10,18,3,517.32,33.17,0.1842,1,automotivo,2.0
O02728,C01699,TO,paraíso do tocantins,delivered,2016-09-13 23:49:14,2016-09-14 23:49:14,2016-10-09 23:49:14,2016-10-04 23:49:14,1,26,21,2,408.11,32.12,0.1752,1,carnes,5.0
O02754,C00765,PA,maraba,delivered,2017-03-20 07:33:01,2017-03-20 19:33:01,2017-03-25 07:33:01,2017-03-31 07:33:01,0,5,11,1,317.43,16.04,0.0505,1,casa_conforto_2,4.0
O02770,C01159,RS,canoas,delivered,2018-05-22 22:44:28,2018-05-23 17:44:28,2018-05-30 22:44:28,2018-06-13 22:44:28,0,8,22,1,251.93,27.5,0.1092,1,casa_utilidades,4.0
O02774,C01911,PR,cascavel,delivered,2017-05-06 16:51:47,2017-05-07 07:51:47,2017-06-05 16:51:47,2017-05-21 16:51:47,1,30,15,2,413.87,86.45,0.4821,1,portateis_cozinha,4.0
O02779,C01352,DF,brasilia,delivered,2016-12-19 16:14:15,2016-12-21 07:14:15,2016-12-26 16:14:15,2017-01-12 16:14:15,0,7,24,2,275.43,85.33,1.2222,1,audio,5.0
O02802,C01725,AL,penedo,delivered,2016-12-30 05:11:21,2016-12-30 22:11:21,2017-01-24 05:11:21,2017-01-20 05:11:21,1,25,21,2,193.3,50.01,0.6391,1,beleza_saude,3.0
O02805,C00293,PE,caruaru,delivered,2018-06-10 16:52:15,2018-06-11 20:52:15,2018-06-17 16:52:15,2018-06-19 16:52:15,0,7,9,2,500.26,61.77,0.1274,1,moveis_sala,4.0
O02819,C00758,PB,campina grande,delivered,2018-05-16 15:25:51,2018-05-17 11:25:51,2018-06-06 15:25:51,2018-06-09 15:25:51,0,21,24,2,695.13,51.08,0.0699,1,casa_sala,4.0
O02835,C00533,SE,itabaiana,delivered,2016-12-16 17:44:06,2016-12-18 02:44:06,2017-01-03 17:44:06,2016-12-30 17:44:06,1,18,14,1,217.01,10.54,0.0486,1,audio,5.0
O02873,C00056,MG,contagem,delivered,2017-04-24 08:29:32,2017-04-24 19:29:32,2017-05-18 08:29:32,2017-05-17 08:29:32,1,24,23,2,410.46,63.29,0.2254,1,brinquedos,1.0
O02888,C01617,DF,samambaia,delivered,2018-04-25 03:09:31,2018-04-26 21:09:31,2018-05-01 03:09:31,2018-05-16 03:09:31,0,6,21,3,638.94,63.16,0.1413,1,flores,3.0
O02901,C00261,AM,itacoatiara,delivered,2017-01-24 10:11:18,2017-01-25 20:11:18,2017-02-15 10:11:18,2017-02-05 10:11:18,1,22,12,1,99.39,37.46,0.3769,0,consoles_games,3.0
O02913,C01679,GO,anapolis,delivered,2018-06-20 12:13:05,2018-06-22 11:13:05,2018-07-02 12:13:05,2018-06-25 12:13:05,1,12,5,1,306.27,8.06,0.0263,1,fashion_bolsas,1.0
O02921,C01683,BA,itabuna,delivered,2017-08-19 06:32:53,2017-08-19 21:32:53,2017-08-24 06:32:53,2017-09-05 06:32:53,0,5,17,2,445.26,47.49,0.1715,1,artes,4.0
O02924,C01939,AL,penedo,delivered,2018-08-26 18:45:28,2018-08-27 08:45:28,2018-09-23 18:45:28,2018-09-12 18:45:28,1,28,17,1,271.1,41.95,0.1547,1,casa_iluminacao,3.0
O02944,C00453,TO,porto nacional,delivered,2018-06-16 23:07:25,2018-06-18 07:07:25,2018-07-12 23:07:25,2018-06-21 23:07:25,1,26,5,1,113.94,36.52,0.3205,1,eletronicos,3.0
O02950,C00226,RS,caxias do sul,delivered,2018-04-20 02:29:42,2018-04-20 18:29:42,2018-04-27 02:29:42,2018-05-07 02:29:42,0,7,17,1,145.87,48.54,0.3328,1,casa_conforto,4.0
O02951,C00447,PA,maraba,delivered,2016-12-13 06:43:01,2016-12-14 19:43:01,2017-01-09 06:43:01,2016-12-29 06:43:01,1,27,16,1,215.1,48.97,0.2277,1,eletronicos,1.0
O02959,C00469,DF,taguatinga,delivered,2016-09-02 05:35:18,2016-09-03 01:35:18,2016-09-12 05:35:18,2016-09-14 05:35:18,0,10,12,4,1038.99,146.34,0.2638,1,casa_garagem,5.0
O02962,C00733,CE,juazeiro do norte,delivered,2017-01-23 03:38:53,2017-01-23 11:38:53,2017-02-20 03:38:53,2017-02-15 03:38:53,1,28,23,1,207.69,11.49,0.0553,1,moveis_decoracao,1.0
O02963,C00938,SP,ribeirao preto,delivered,2018-08-26 18:29:42,2018-08-28 08:29:42,2018-09-04 18:29:42,2018-09-02 18:29:42,1,9,7,1,388.1,19.87,0.0512,1,fashion_bolsas,1.0
O02981,C00056,MG,contagem,delivered,2018-05-21 03:37:00,2018-05-22 06:37:00,2018-05-27 03:37:00,2018-06-05 03:37:00,0,6,15,1,458.24,22.66,0.0495,1,seguros_servicos,5.0
O02986,C00378,PA,castanhal,delivered,2017-06-01 13:30:45,2017-06-01 17:30:45,2017-06-08 13:30:45,2017-06-26 13:30:45,0,7,25,4,1076.53,98.65,0.1478,1,casa_iluminacao,5.0
O02996,C01495,RN,mossoro,delivered,2018-03-08 23:21:22,2018-03-09 15:21:22,2018-03-25 23:21:22,2018-04-02 23:21:22,0,17,25,1,383.41,32.11,0.0837,1,casa_iluminacao,5.0
O03005,C00327,AM,parintins,delivered,2017-11-23 05:41:05,2017-11-24 10:41:05,2017-12-04 05:41:05,2017-12-10 05:41:05,0,11,17,1,165.47,37.63,0.2274,1,casa_lavanderia,3.0
O03028,C01225,PA,santarem,delivered,2017-02-17 03:31:05,2017-02-18 09:31:05,2017-03-10 03:31:05,2017-03-12 03:31:05,0,21,23,1,159.46,5.78,0.0362,1,moveis_colchao_estofado,3.0
O03036,C01233,RO,vilhena,delivered,2017-10-28 16:56:45,2017-10-30 15:56:45,2017-11-24 16:56:45,2017-11-04 16:56:45,1,27,7,1,485.55,33.9,0.0698,1,utilidades_domesticas,1.0
O03037,C00399,RO,ariquemes,delivered,2017-08-18 17:36:07,2017-08-19 08:36:07,2017-08-29 17:36:07,2017-08-29 17:36:07,0,11,11,1,52.24,19.4,0.3714,1,eletronicos,4.0
O03047,C00296,RS,canoas,delivered,2017-03-09 12:15:43,2017-03-10 01:15:43,2017-04-04 12:15:43,2017-03-24 12:15:43,1,26,15,1,241.76,15.48,0.064,1,carnes,1.0
O03051,C00421,AP,laranjal do jari,delivered,2018-04-17 15:52:02,2018-04-17 19:52:02,2018-05-15 15:52:02,2018-05-07 15:52:02,1,28,20,1,101.57,30.97,0.3049,1,fraldas_higiene,3.0
O03055,C01138,SC,criciuma,delivered,2017-01-16 02:45:14,2017-01-16 21:45:14,2017-01-23 02:45:14,2017-02-07 02:45:14,0,7,22,1,406.52,39.55,0.0973,1,sinalizacao_seguranca,5.0
O03061,C00251,AL,arapiraca,delivered,2017-11-19 16:50:47,2017-11-20 03:50:47,2017-11-26 16:50:47,2017-11-27 16:50:47,0,7,8,1,151.39,27.35,0.1807,1,eletrodomesticos_2,5.0
O03071,C01288,PA,maraba,delivered,2018-02-12 07:27:05,2018-02-13 11:27:05,2018-03-08 07:27:05,2018-03-01 07:27:05,1,24,17,1,333.65,30.14,0.0903,1,casa_banheiro,2.0
O03080,C00838,AC,tarauaca,delivered,2016-12-01 15:28:25,2016-12-03 11:28:25,2016-12-29 15:28:25,2016-12-09 15:28:25,1,28,8,2,636.1,80.85,0.1516,1,moveis_sala,3.0
O03090,C01900,MS,três lagoas,delivered,2017-04-15 05:03:58,2017-04-15 16:03:58,2017-05-04 05:03:58,2017-05-08 05:03:58,0,19,23,1,365.55,42.46,0.1162,1,la_cuisine,5.0
O03091,C00269,MS,campo grande,delivered,2016-09-12 21:25:42,2016-09-14 01:25:42,2016-10-05 21:25:42,2016-09-28 21:25:42,1,23,16,2,393.98,31.17,0.0807,1,eletrodomesticos_2,3.0
O03110,C01549,MG,juiz de fora,delivered,2017-10-30 15:54:48,2017-10-31 15:54:48,2017-11-03 15:54:48,2017-11-06 15:54:48,0,4,7,2,164.7,47.18,0.4351,1,la_cuisine,5.0
O03117,C01089,AM,coari,delivered,2017-11-13 01:07:57,2017-11-14 21:07:57,2017-12-09 01:07:57,2017-11-22 01:07:57,1,26,9,1,60.82,12.78,0.2101,1,fashion_underwear,1.0
O03128,C00042,AM,parintins,delivered,2017-04-06 04:55:17,2017-04-07 19:55:17,2017-04-14 04:55:17,2017-04-30 04:55:17,0,8,24,2,324.74,74.92,0.4523,1,casa_construcao,5.0
O03143,C01434,AM,manacapuru,delivered,2018-10-05 15:38:33,2018-10-05 20:38:33,2018-10-19 15:38:33,2018-10-21 15:38:33,0,14,16,1,23.52,24.26,1.0315,1,moveis_decoracao,5.0
O03149,C01504,AP,laranjal do jari,delivered,2017-11-22 07:10:32,2017-11-22 23:10:32,2017-12-20 07:10:32,2017-11-30 07:10:32,1,28,8,1,365.04,33.86,0.0928,1,sinalizacao_seguranca,3.0
O03158,C00792,MS,ponta pora,delivered,2018-09-13 06:32:46,2018-09-14 23:32:46,2018-09-26 06:32:46,2018-09-25 06:32:46,1,13,12,2,851.24,44.53,0.0522,1,automotivo,2.0
O03159,C00278,ES,linhares,delivered,2017-04-23 19:58:28,2017-04-24 08:58:28,2017-04-29 19:58:28,2017-05-15 19:58:28,0,6,22,2,641.39,36.26,0.0682,1,alimentos_bebidas,5.0
O03229,C01205,RJ,campos,delivered,2018-02-23 06:05:07,2018-02-24 10:05:07,2018-03-20 06:05:07,2018-03-04 06:05:07,1,25,9,1,412.04,44.17,0.1072,1,fashion_roupa_feminina,2.0
O03234,C01123,PR,cascavel,delivered,2018-09-24 05:32:23,2018-09-25 20:32:23,2018-09-27 05:32:23,2018-10-05 05:32:23,0,3,11,1,417.59,42.06,0.1007,1,portateis_cozinha,2.0
O03249,C00715,CE,maracanau,delivered,2018-09-21 23:31:10,2018-09-23 20:31:10,2018-10-09 23:31:10,2018-09-29 23:31:10,1,18,8,1,407.27,36.95,0.0907,1,telefonia,3.0
O03268,C01169,BA,vitoria da conquista,delivered,2018-05-19 21:56:01,2018-05-21 04:56:01,2018-06-17 21:56:01,2018-06-01 21:56:01,1,29,13,1,178.39,47.62,0.2669,1,seguros_servicos,3.0
O03276,C00043,SE,lagarto,delivered,2018-05-01 14:07:16,2018-05-03 09:07:16,2018-05-13 14:07:16,2018-05-18 14:07:16,0,12,17,3,315.4,92.12,0.4079,1,artigos_nautica,5.0
O03287,C00687,GO,goiania,delivered,2017-06-07 04:05:41,2017-06-08 20:05:41,2017-06-29 04:05:41,2017-06-19 04:05:41,1,22,12,5,935.32,127.48,0.188,1,casa_conforto_2,1.0
O03291,C00281,MA,sao jose de ribamar,delivered,2018-06-29 13:36:38,2018-06-30 23:36:38,2018-07-29 13:36:38,2018-07-22 13:36:38,1,30,23,4,1094.04,152.0,0.1925,1,beleza_saude,5.0
O03324,C01711,PB,bayeux,delivered,2018-10-04 04:04:14,2018-10-05 03:04:14,2018-10-08 04:04:14,2018-10-29 04:04:14,0,4,25,1,394.01,39.82,0.1011,0,sinalizacao_seguranca,5.0
O03328,C01171,AM,manaus,delivered,2016-10-06 15:55:33,2016-10-07 17:55:33,2016-10-28 15:55:33,2016-10-22 15:55:33,1,22,16,2,636.21,49.31,0.076,1,fashion_roupa_masculina,2.0
O03329,C00306,MS,dourados,delivered,2017-06-09 10:03:50,2017-06-09 21:03:50,2017-06-18 10:03:50,2017-06-27 10:03:50,0,9,18,3,856.95,88.06,0.1042,1,artigos_nautica,4.0
O03368,C00228,TO,paraíso do tocantins,delivered,2016-11-19 09:36:51,2016-11-20 19:36:51,2016-11-29 09:36:51,2016-12-10 09:36:51,0,10,21,1,113.23,31.01,0.2739,1,casa_limpeza,5.0
O03378,C01559,MG,uberlandia,delivered,2018-06-23 20:08:07,2018-06-24 13:08:07,2018-07-01 20:08:07,2018-07-11 20:08:07,0,8,18,1,476.8,46.33,0.0972,1,cool_stuff,5.0
O03389,C01245,RR,alto alegre,delivered,2017-09-12 09:17:06,2017-09-13 11:17:06,2017-09-16 09:17:06,2017-09-21 09:17:06,0,4,9,2,614.05,49.28,0.1434,1,cool_stuff,5.0
O03391,C00272,MS,corumba,delivered,2018-09-03 06:20:40,2018-09-04 06:20:40,2018-09-20 06:20:40,2018-09-20 06:20:40,0,17,17,2,140.68,31.52,0.2268,1,automotivo,4.0
O03394,C01834,CE,maracanau,delivered,2017-01-11 04:02:43,2017-01-12 14:02:43,2017-01-20 04:02:43,2017-02-05 04:02:43,0,9,25,1,473.77,47.42,0.1001,1,construcao_ferramentas,5.0
O03397,C01361,MS,três lagoas,delivered,2018-09-22 13:42:22,2018-09-23 20:42:22,2018-10-15 13:42:22,2018-09-30 13:42:22,1,23,8,2,649.41,58.94,0.1157,1,automotivo,3.0
O03404,C01843,RR,mucajai,delivered,2016-12-27 07:26:27,2016-12-28 04:26:27,2017-01-20 07:26:27,2017-01-15 07:26:27,1,24,19,3,893.8,53.09,0.2019,1,casa_quarto,4.0
O03405,C00892,PA,maraba,delivered,2018-09-22 22:33:26,2018-09-23 06:33:26,2018-10-06 22:33:26,2018-10-01 22:33:26,1,14,9,1,286.05,43.62,0.1525,1,flores,4.0
O03408,C00562,RN,mossoro,delivered,2018-01-07 16:17:40,2018-01-07 20:17:40,2018-01-15 16:17:40,2018-01-12 16:17:40,1,8,5,2,458.29,62.01,0.4328,1,casa_banheiro,3.0
O03412,C00927,SE,aracaju,delivered,2018-05-10 02:21:01,2018-05-10 06:21:01,2018-06-06 02:21:01,2018-05-16 02:21:01,1,27,6,2,697.28,52.4,0.0771,1,beleza_saude,4.0
O03430,C01149,ES,vila velha,delivered,2018-03-22 07:02:26,2018-03-22 09:02:26,2018-04-15 07:02:26,2018-04-13 07:02:26,1,24,22,1,384.71,18.2,0.0473,1,fashion_bolsas,3.0
O03433,C01544,SP,santos,delivered,2017-01-04 01:22:51,2017-01-05 17:22:51,2017-01-27 01:22:51,2017-01-18 01:22:51,1,23,14,1,274.74,21.8,0.0793,1,consoles_games,2.0
O03449,C00813,CE,fortaleza,delivered,2018-06-17 18:35:31,2018-06-18 08:35:31,2018-07-03 18:35:31,2018-06-30 18:35:31,1,16,13,4,985.92,131.83,0.2718,1,casa_escritorio,1.0
O03454,C01886,AL,delmiro gouveia,delivered,2017-08-20 22:23:30,2017-08-22 00:23:30,2017-09-14 22:23:30,2017-08-27 22:23:30,1,25,7,2,743.36,91.76,0.1301,1,casa_outros,2.0
O03460,C01186,RO,ji-parana,delivered,2017-01-25 07:34:35,2017-01-25 13:34:35,2017-02-02 07:34:35,2017-02-03 07:34:35,0,8,9,1,340.24,44.51,0.1308,1,musica_arte,5.0
O03471,C01641,SE,lagarto,delivered,2017-12-31 19:46:04,2018-01-01 22:46:04,2018-01-06 19:46:04,2018-01-18 19:46:04,0,6,18,1,198.05,11.4,0.0576,1,utilidades_domesticas,4.0
O03485,C01393,MT,rondonopolis,delivered,2017-03-12 02:28:00,2017-03-12 12:28:00,2017-03-23 02:28:00,2017-03-23 02:28:00,0,11,11,1,145.36,17.17,0.1181,1,casa_quarto,5.0
O03487,C00217,TO,araguaina,delivered,2018-07-13 07:47:11,2018-07-14 01:47:11,2018-08-04 07:47:11,2018-07-23 07:47:11,1,22,10,1,411.77,6.85,0.0166,1,flores,3.0
O03488,C00661,SE,itabaiana,delivered,2016-12-13 17:19:25,2016-12-15 10:19:25,2017-01-11 17:19:25,2016-12-26 17:19:25,1,29,13,1,36.87,28.81,0.7814,1,casa_cozinha,3.0
O03510,C00015,ES,linhares,delivered,2017-12-22 22:02:09,2017-12-24 03:02:09,2018-01-16 22:02:09,2017-12-29 22:02:09,1,25,7,1,58.58,37.25,0.6359,1,fashion_calcados,3.0
O03520,C00984,RJ,niteroi,delivered,2018-04-17 18:36:23,2018-04-19 16:36:23,2018-05-08 18:36:23,2018-05-05 18:36:23,1,21,18,2,901.47,43.69,0.0491,1,casa_escritorio,3.0
O03525,C01759,RN,caico,delivered,2017-04-20 03:31:39,2017-04-20 22:31:39,2017-05-06 03:31:39,2017-04-30 03:31:39,1,16,10,1,118.95,9.28,0.078,1,moveis_decoracao,1.0
O03540,C01914,RS,santa maria,delivered,2017-11-01 20:13:51,2017-11-02 15:13:51,2017-11-23 20:13:51,2017-11-26 20:13:51,0,22,25,1,438.94,49.88,0.1136,1,malas_acessorios,4.0
O03543,C00936,AP,porto grande,delivered,2016-09-26 11:28:40,2016-09-27 14:28:40,2016-10-13 11:28:40,2016-10-21 11:28:40,0,17,25,2,568.44,59.05,0.1306,1,alimentos_bebidas,5.0
O03556,C00966,RR,mucajai,delivered,2017-05-19 16:43:55,2017-05-20 14:43:55,2017-05-25 16:43:55,2017-06-02 16:43:55,0,6,14,1,306.74,25.9,0.0844,1,casa_banheiro,3.0
O03559,C00877,AM,parintins,delivered,2017-05-26 20:38:37,2017-05-27 21:38:37,2017-06-07 20:38:37,2017-06-16 20:38:37,0,12,21,5,1652.93,147.52,0.1258,1,casa_conforto_2,5.0
O03560,C01618,AL,delmiro gouveia,delivered,2016-12-20 19:55:42,2016-12-22 12:55:42,2017-01-16 19:55:42,2017-01-01 19:55:42,1,27,12,1,85.88,47.87,0.5574,1,cool_stuff,4.0
O03582,C01738,MG,montes claros,delivered,2017-06-23 13:20:25,2017-06-24 18:20:25,2017-07-21 13:20:25,2017-07-06 13:20:25,1,28,13,2,510.65,43.09,0.1953,1,eletrodomesticos_2,3.0
O03583,C01799,RS,pelotas,delivered,2016-10-13 17:08:19,2016-10-14 09:08:19,2016-10-30 17:08:19,2016-10-31 17:08:19,0,17,18,1,223.06,24.91,0.1117,1,casa_outros,5.0
O03584,C01142,ES,linhares,delivered,2018-09-09 09:12:23,2018-09-10 04:12:23,2018-10-09 09:12:23,2018-09-18 09:12:23,1,30,9,1,371.29,21.16,0.057,1,moda_roupa,3.0
O03601,C01317,PE,petrolina,delivered,2018-05-28 08:51:50,2018-05-29 17:51:50,2018-05-31 08:51:50,2018-06-10 08:51:50,0,3,13,1,175.54,19.7,0.1122,1,utilidades_domesticas,5.0
O03632,C00134,PE,petrolina,delivered,2017-10-07 02:25:42,2017-10-08 03:25:42,2017-10-14 02:25:42,2017-10-31 02:25:42,0,7,24,1,41.05,37.51,0.9138,1,musica_arte,3.0
O03636,C00130,RN,mossoro,delivered,2018-01-02 09:29:16,2018-01-02 19:29:16,2018-01-11 09:29:16,2018-01-16 09:29:16,0,9,14,1,261.76,49.34,0.1885,1,informatica_acessorios,5.0
O03640,C00121,CE,juazeiro do norte,delivered,2017-12-22 09:24:56,2017-12-23 04:24:56,2018-01-08 09:24:56,2018-01-13 09:24:56,0,17,22,2,184.86,13.22,0.0769,1,casa_limpeza,5.0
O03650,C00829,DF,samambaia,delivered,2017-04-08 15:36:03,2017-04-09 18:36:03,2017-04-15 15:36:03,2017-04-17 15:36:03,0,7,9,2,612.98,58.01,0.0893,1,artes,5.0
O03658,C00063,DF,guara,delivered,2016-11-12 10:21:37,2016-11-14 04:21:37,2016-12-12 10:21:37,2016-11-25 10:21:37,1,30,13,2,448.96,49.85,0.1099,1,papelaria,3.0
O03664,C01132,AP,laranjal do jari,delivered,2016-10-15 13:15:53,2016-10-16 01:15:53,2016-11-13 13:15:53,2016-10-25 13:15:53,1,29,10,1,491.52,28.26,0.0575,1,casa_conforto,1.0
O03667,C01419,RN,caico,delivered,2018-02-12 19:50:21,2018-02-12 22:50:21,2018-02-15 19:50:21,2018-02-25 19:50:21,0,3,13,1,438.91,27.1,0.0617,1,moveis_jardim,5.0
O03680,C01495,RN,mossoro,delivered,2017-09-17 23:30:49,2017-09-19 11:30:49,2017-10-12 23:30:49,2017-10-10 23:30:49,1,25,23,1,250.39,40.61,0.1622,1,seguros_servicos,5.0
O03683,C00631,TO,araguaina,delivered,2018-07-17 07:01:17,2018-07-17 16:01:17,2018-08-07 07:01:17,2018-08-02 07:01:17,1,21,16,2,335.22,22.4,0.086,1,perfumaria,3.0
O03694,C01944,SP,sao paulo,delivered,2018-05-14 04:08:13,2018-05-14 22:08:13,2018-06-03 04:08:13,2018-05-26 04:08:13,1,20,12,1,68.64,16.93,0.2466,1,fashion_calcados,3.0
O03703,C01256,RS,canoas,delivered,2018-05-25 02:26:21,2018-05-26 01:26:21,2018-05-30 02:26:21,2018-06-10 02:26:21,0,5,16,1,307.8,19.79,0.0643,1,perfumaria,5.0
O03708,C01607,RJ,duque de caxias,delivered,2017-06-25 18:01:20,2017-06-25 21:01:20,2017-07-21 18:01:20,2017-07-10 18:01:20,1,26,15,1,169.61,11.47,0.0676,1,alimentos_bebidas,5.0
O03712,C01163,CE,juazeiro do norte,delivered,2017-09-30 15:17:20,2017-10-01 19:17:20,2017-10-04 15:17:20,2017-10-07 15:17:20,0,4,7,1,117.3,36.98,0.3153,1,alimentos_bebidas,3.0
O03718,C01200,MT,cuiaba,delivered,2017-04-28 14:31:24,2017-04-29 16:31:24,2017-05-14 14:31:24,2017-05-18 14:31:24,0,16,20,2,545.76,67.56,0.1576,1,consoles_games,5.0
O03725,C01802,BA,vitoria da conquista,delivered,2018-03-10 05:27:51,2018-03-11 02:27:51,2018-04-09 05:27:51,2018-04-04 05:27:51,1,30,25,1,267.72,24.7,0.0923,1,portateis_casa_forno_cafe,2.0
O03738,C00912,RN,mossoro,delivered,2018-07-07 18:36:06,2018-07-08 17:36:06,2018-07-20 18:36:06,2018-07-30 18:36:06,0,13,23,1,302.65,49.34,0.163,1,construcao_ferramentas,3.0
O03755,C00311,MG,montes claros,delivered,2017-09-05 09:21:06,2017-09-05 19:21:06,2017-09-19 09:21:06,2017-09-21 09:21:06,0,14,16,2,170.8,48.28,0.2912,1,casa_jardim,3.0
O03798,C01894,RO,ariquemes,delivered,2016-12-28 16:48:20,2016-12-29 00:48:20,2017-01-25 16:48:20,2017-01-19 16:48:20,1,28,22,2,333.84,48.39,0.4987,1,audio,4.0
