order_id,target_late,n_items,total_price,total_freight,freight_to_price_ratio,payment_installments,payment_type,promised_days,purchase_weekday,purchase_month,cross_state,product_category,seller_hist_late_rate
O00476,0,2,731.86,84.3,0.1159,1,voucher,20,2,3,0,pc_gamer,0.5850202429149798
O03314,1,5,1464.2,138.38,0.173,1,boleto,5,2,3,0,casa_conforto_2,0.560609857978279
O01556,0,1,227.67,33.52,0.1472,4,boleto,23,2,3,0,papelaria,0.5384615384615384
O02317,1,2,619.57,47.88,0.0772,1,credit_card,9,2,3,0,eletronicos,0.6157894736842104
O04961,0,2,803.07,19.55,0.0256,12,debit_card,17,2,3,0,casa_limpeza,0.5097402597402597
O03230,0,1,476.11,26.01,0.0546,2,boleto,12,3,3,0,pc_gamer,0.625
O02423,0,3,928.35,72.83,0.1872,2,credit_card,19,3,3,0,casa_escritorio,0.6224509803921568
O00779,1,3,775.34,59.64,0.1339,5,debit_card,14,3,3,0,artes,0.48340874811463047
O03634,1,1,178.82,10.21,0.0571,3,boleto,12,3,3,0,fashion_calcados,0.5
O01405,1,1,217.1,12.75,0.0587,5,boleto,8,3,3,0,moveis_colchao_estofado,0.6086956521739131
O02094,1,1,192.83,20.13,0.1044,6,boleto,22,4,3,0,casa_limpeza,0.7692307692307693
O03733,1,1,242.8,23.14,0.0953,2,debit_card,13,4,3,0,casa_outros,0.47368421052631576
O01068,0,1,228.72,21.76,0.0951,1,credit_card,20,4,3,0,ferramentas_jardim,0.5714285714285714
O04698,1,1,491.06,24.91,0.0507,9,credit_card,7,4,3,0,eletrodomesticos,0.5
O01856,1,1,375.48,46.14,0.1229,9,debit_card,13,4,3,0,fashion_bolsas,0.7142857142857143
O00713,1,2,184.33,53.78,0.2907,1,credit_card,8,5,3,0,casa_utilidades,0.517080745341615
O01515,1,2,465.93,77.11,0.1836,1,credit_card,16,5,3,0,fashion_esporte,0.4273182957393483
O00733,0,1,119.6,12.5,0.1045,4,credit_card,24,5,3,0,casa_outros,0.3684210526315789
O02186,1,1,314.83,44.33,0.1408,5,debit_card,23,5,3,0,casa_utilidades,0.26666666666666666
O01689,1,2,677.07,62.66,0.0924,5,voucher,7,5,3,0,casa_limpeza,0.4651416122004357
O02452,0,1,408.24,16.39,0.0401,2,credit_card,24,5,3,0,la_cuisine,0.7333333333333333
O02734,1,2,401.92,59.78,0.2512,1,boleto,16,5,3,0,casa_garagem,0.4266304347826087
O04024,1,3,649.84,63.54,0.1279,1,voucher,9,5,3,0,casa_conforto,0.6206541996015681
O04872,0,1,205.25,35.07,0.1709,6,voucher,21,5,3,0,instrumentos_musicais,0.38461538461538464
O04011,0,1,207.95,28.19,0.1356,1,debit_card,14,5,3,0,casa_jardim,0.42857142857142855
O00336,0,1,450.76,34.95,0.0775,4,debit_card,19,5,3,0,seguros_servicos,0.5263157894736842
O03432,1,1,371.44,29.85,0.0804,1,debit_card,23,5,3,0,audio,0.5714285714285714
O00235,1,1,408.3,41.48,0.1016,8,voucher,18,5,3,0,fashion_bolsas,0.3076923076923077
O02481,0,1,406.64,26.0,0.0639,1,credit_card,24,5,3,0,casa_quarto,0.4375
O01803,0,1,195.72,42.34,0.2163,5,boleto,23,5,3,0,cool_stuff,0.5652173913043478
O01230,1,1,186.76,19.38,0.1038,9,credit_card,24,6,4,0,casa_escritorio,0.4444444444444444
O01915,1,1,407.56,32.5,0.0797,10,debit_card,12,6,4,0,moveis_colchao_estofado,0.4375
O04610,0,1,498.87,21.77,0.0436,4,boleto,18,6,4,0,moveis_escritorio,0.5
O04960,0,1,76.82,44.66,0.5814,9,boleto,7,6,4,0,instrumentos_musicais,0.7
O02454,1,1,451.51,8.76,0.0194,4,voucher,22,6,4,0,cool_stuff,0.4
O02134,0,2,630.01,65.38,0.101,2,credit_card,13,0,4,0,fashion_bolsas,0.48333333333333334
O02058,0,5,1305.04,112.58,0.3023,9,credit_card,22,0,4,0,artigos_nautica,0.4902705627705627
O00319,1,1,136.05,22.9,0.1683,1,debit_card,12,1,4,0,moda_roupa,0.6
O02922,1,1,175.54,20.21,0.1151,1,boleto,13,1,4,0,market_place,0.52
O03604,0,3,1178.9,66.46,0.0714,1,boleto,15,1,4,0,casa_construcao,0.3838383838383838
O04321,0,1,391.68,23.73,0.0606,1,voucher,19,1,4,0,perfumaria,0.45
O00584,0,1,80.29,14.05,0.175,3,boleto,5,1,4,0,artes,0.55
O00399,1,2,439.45,25.54,0.2635,6,boleto,17,1,4,0,moveis_cozinha,0.4285714285714286
O03534,0,1,73.52,29.93,0.4071,2,credit_card,25,1,4,0,brinquedos,0.7647058823529411
O02524,1,1,27.7,22.27,0.804,5,credit_card,10,1,4,0,flores,0.4
O00948,0,1,336.84,17.29,0.0513,2,boleto,10,1,4,0,casa_outros,0.15384615384615385
O00832,0,1,373.04,21.38,0.0573,1,boleto,23,1,4,0,telefonia,0.4666666666666667
O01772,1,1,241.87,12.28,0.0508,1,boleto,6,2,4,0,seguros_servicos,0.5
O03621,1,1,376.89,6.95,0.0184,2,voucher,15,2,4,0,carnes,0.35714285714285715
O02725,1,2,511.1,40.78,0.2781,1,voucher,5,2,4,0,casa_banheiro,0.4807692307692307
O03754,1,3,672.1,62.7,0.1676,2,debit_card,15,3,4,0,consoles_games,0.6374703727644904
O00695,1,3,885.96,48.06,0.4436,3,credit_card,10,3,4,0,beleza_saude,0.3997300944669366
O02038,1,1,30.15,45.45,1.5075,1,voucher,21,3,4,0,alimentos_bebidas,0.65
O02138,0,5,473.98,112.54,0.2954,2,boleto,17,3,4,0,carnes,0.551025641025641
O03973,1,2,514.15,30.18,0.0573,5,boleto,10,3,4,0,informatica_acessorios,0.3968531468531469
O04681,1,2,123.0,84.98,1.0297,4,credit_card,25,4,4,0,eletrodomesticos,0.4396284829721362
O03797,0,2,356.15,88.83,0.6096,4,voucher,14,4,4,0,fashion_esporte,0.7394957983193278
O03605,1,4,1226.46,122.12,0.1152,2,boleto,7,4,4,0,artigos_nautica,0.5695652173913043
O04026,0,1,142.71,17.25,0.1209,6,debit_card,6,4,4,0,seguros_servicos,0.391304347826087
O01779,0,2,400.51,85.6,0.2232,4,credit_card,20,4,4,0,casa_construcao,0.575
O00854,0,1,134.28,24.59,0.1831,8,credit_card,25,4,4,0,alimentos_bebidas,0.4117647058823529
O02321,0,3,884.62,56.9,0.0867,1,credit_card,14,4,4,0,casa_conforto_2,0.5065170940170941
O02571,0,2,561.54,94.97,0.1701,6,voucher,25,4,4,0,casa_conforto,0.4423076923076923
O04727,0,1,15.23,16.55,1.0867,1,boleto,9,5,4,0,informatica_acessorios,0.3333333333333333
O02756,1,2,302.76,67.69,0.2236,10,boleto,11,5,4,0,brinquedos,0.4607142857142857
O04126,1,2,406.27,76.38,0.226,7,voucher,22,5,4,0,consoles_games,0.5735294117647058
O02217,1,3,474.31,84.68,0.6666,4,voucher,10,5,4,0,casa_conforto_2,0.551796157059315
O04220,1,2,899.29,64.58,0.0717,2,voucher,11,6,4,0,artes,0.5416666666666666
O04638,0,2,312.27,73.85,0.8889,2,voucher,16,6,4,0,moveis_jardim,0.5555555555555556
O03869,1,1,86.63,16.75,0.1934,1,credit_card,10,6,4,0,moveis_decoracao,0.4117647058823529
O03936,0,1,420.44,32.04,0.0762,1,credit_card,17,6,4,0,casa_construcao,0.5625
O04525,1,1,164.1,34.36,0.2094,4,voucher,9,6,4,0,eletrodomesticos_2,0.5263157894736842
O00159,0,2,254.79,58.82,0.5421,1,credit_card,23,6,4,0,casa_banheiro,0.40588235294117647
O00316,0,2,130.62,62.97,0.5485,3,boleto,18,6,4,0,casa_conforto_2,0.4288793103448276
O02634,0,1,210.08,33.4,0.159,10,voucher,9,0,4,0,seguros_servicos,0.7857142857142857
O02305,1,1,98.45,12.87,0.1307,2,credit_card,17,0,4,0,dvds_blu_ray,0.42857142857142855
O02611,1,2,431.6,27.36,0.1465,3,boleto,8,0,4,0,casa_garagem,0.618659420289855
O01838,0,2,223.77,18.44,0.0917,1,voucher,10,0,4,0,moveis_presentes,0.5138888888888888
O01780,0,3,590.17,86.07,0.7485,9,credit_card,11,0,4,0,casa_escritorio,0.41250000000000003
O01914,1,1,472.52,36.73,0.0777,1,credit_card,15,0,4,0,moveis_presentes,0.5
O04274,1,2,559.46,13.15,0.0244,3,credit_card,9,0,4,0,casa_banheiro,0.6458333333333333
O01700,1,1,258.41,9.04,0.035,1,credit_card,9,0,4,0,artes,0.6190476190476191
O03409,0,3,689.06,130.52,0.2591,3,boleto,22,1,4,0,fashion_underwear,0.48464912280701755
O01279,1,1,483.08,16.34,0.0338,3,boleto,20,1,4,0,eletronicos,0.6842105263157895
O03452,1,2,440.03,75.57,0.1698,4,boleto,5,1,4,0,casa_escritorio,0.5277777777777778
O03572,0,1,282.49,25.8,0.0913,8,credit_card,12,1,4,0,seguros_servicos,0.1875
O04038,0,1,151.58,29.64,0.1955,1,voucher,19,1,4,0,moda_roupa,0.6
O03253,0,1,276.75,46.79,0.1691,6,debit_card,14,1,4,0,casa_construcao,0.5238095238095238
O04306,0,1,291.56,6.77,0.0232,7,voucher,5,1,4,0,market_place,0.35714285714285715
O01002,0,2,570.95,62.1,0.1218,3,voucher,11,1,4,0,consoles_games,0.3904761904761905
O00393,0,2,700.18,53.82,0.0936,4,debit_card,15,2,4,0,fashion_underwear,0.55
O01049,0,2,334.77,33.35,0.1301,10,credit_card,25,2,4,0,fashion_calcados,0.41666666666666663
O00500,1,1,232.05,44.54,0.1919,2,boleto,21,2,4,0,utilidades_domesticas,0.45
O01250,0,1,60.79,30.65,0.5042,4,voucher,25,2,4,0,papelaria,0.2727272727272727
O04244,1,4,1268.72,134.51,0.1182,2,credit_card,11,2,4,0,casa_conforto_2,0.47619047619047616
O02790,1,1,159.3,32.71,0.2053,2,voucher,10,2,4,0,flores,0.7857142857142857
O04733,1,1,229.66,37.28,0.1623,3,voucher,20,2,4,0,alimentos_bebidas,0.3333333333333333
O04379,0,1,414.17,13.56,0.0327,2,credit_card,19,3,4,0,market_place,0.6363636363636364
O03123,0,1,223.99,27.12,0.1211,2,voucher,16,3,4,0,pc_gamer,0.38095238095238093
O03876,1,2,328.66,48.69,0.1424,5,voucher,5,3,4,0,fashion_bolsas,0.6306818181818181
O02211,1,1,170.06,6.41,0.0377,1,voucher,7,3,4,0,fashion_bolsas,0.6
O00302,0,3,771.76,96.1,0.1496,5,debit_card,16,4,4,0,dvds_blu_ray,0.5414673046251993
O00382,1,2,427.93,64.79,0.3764,3,boleto,9,4,4,0,eletrodomesticos_2,0.44999999999999996
O00212,1,1,466.57,17.59,0.0377,3,debit_card,6,4,4,0,artes,0.6428571428571429
O01236,0,1,43.2,24.25,0.5613,2,boleto,19,4,4,0,casa_iluminacao,0.4117647058823529
O01651,0,1,443.5,11.24,0.0253,9,credit_card,20,4,4,0,perfumaria,0.5
O00066,0,3,646.15,105.01,0.1856,7,credit_card,23,4,4,0,audio,0.5177404295051353
O04466,1,1,232.76,6.96,0.0299,1,credit_card,16,5,4,0,perfumaria,0.4444444444444444
O00930,1,1,225.2,10.03,0.0445,2,voucher,20,5,4,0,casa_garagem,0.4444444444444444
O00574,1,2,302.06,39.86,0.2114,1,debit_card,8,5,4,0,alimentos_bebidas,0.4834558823529412
O03167,0,2,627.42,84.08,0.1332,3,credit_card,20,5,4,0,casa_outros,0.6035294117647059
O00998,0,1,91.53,12.84,0.1403,3,debit_card,11,5,4,0,ferramentas_jardim,0.42857142857142855
O03863,1,1,170.6,43.82,0.2569,2,voucher,18,5,4,0,utilidades_domesticas,0.4666666666666667
O00287,1,1,187.29,6.83,0.0365,3,credit_card,16,5,4,0,papelaria,0.5384615384615384
O03425,1,2,496.17,63.04,0.1193,1,debit_card,21,5,4,0,cool_stuff,0.6647058823529413
O03648,0,2,596.25,31.7,0.0575,5,voucher,6,6,4,0,casa_construcao,0.5057471264367817
O03058,0,1,258.41,20.66,0.08,1,debit_card,24,6,4,0,seguros_servicos,0.6153846153846154
O02271,0,1,65.61,8.82,0.1344,3,debit_card,20,6,4,0,relogios_presentes,0.5
O03444,1,1,458.9,39.6,0.0863,1,boleto,17,6,4,0,consoles_games,0.6111111111111112
O02115,1,1,52.0,18.7,0.3596,1,voucher,5,6,4,0,alimentos_bebidas,0.6363636363636364
O04826,0,2,555.91,70.49,0.1717,3,debit_card,19,6,4,0,casa_jardim,0.6095238095238096
O03673,0,1,118.04,35.29,0.299,4,voucher,24,6,4,0,bebes,0.5
O00004,1,1,140.96,25.66,0.182,2,debit_card,8,6,4,0,moveis_escritorio,0.5454545454545454
O04901,1,1,424.53,7.99,0.0188,5,voucher,10,0,4,0,moda_roupa,0.5833333333333334
O04391,0,1,221.81,14.61,0.0659,5,credit_card,24,0,4,0,seguros_servicos,0.8571428571428571
O03445,0,1,84.31,29.16,0.3459,8,boleto,11,0,4,0,fashion_calcados,0.5357142857142857
O01863,1,1,80.83,35.67,0.4413,1,debit_card,10,0,4,0,sinalizacao_seguranca,0.5384615384615384
O01669,1,2,70.45,43.45,0.861,2,boleto,9,0,4,0,dvds_blu_ray,0.5657894736842105
O02952,0,2,610.17,78.45,0.1301,1,debit_card,23,0,4,0,casa_outros,0.521978021978022
O03653,0,5,1354.62,168.63,0.2483,3,debit_card,25,0,4,0,casa_banheiro,0.5533613445378152
O04560,0,2,408.6,56.68,0.1605,1,debit_card,23,1,4,0,casa_escritorio,0.5681818181818181
O02341,0,1,469.73,13.15,0.028,5,boleto,25,1,4,0,livros_interesse,0.38095238095238093
O03944,1,1,399.71,36.88,0.0923,5,debit_card,9,1,4,0,papelaria,0.4
O04772,1,2,429.93,69.94,0.256,5,boleto,14,1,4,0,casa_utilidades,0.3764705882352941
O02703,1,2,665.56,47.52,0.0714,1,voucher,24,1,4,0,artigos_nautica,0.5568627450980392
O03051,1,1,101.57,30.97,0.3049,1,boleto,20,1,4,0,fraldas_higiene,0.6363636363636364
O03520,1,2,901.47,43.69,0.0491,1,boleto,18,1,4,0,casa_escritorio,0.501194743130227
O04041,1,1,157.12,11.94,0.076,12,debit_card,8,1,4,0,moveis_presentes,0.5882352941176471
O02287,0,1,429.18,25.98,0.0605,1,debit_card,23,1,4,0,la_cuisine,0.5714285714285714
O00536,1,2,396.42,46.85,0.8806,3,credit_card,11,2,4,0,eletrodomesticos_2,0.4267676767676768
O02399,1,1,467.77,38.48,0.0823,3,credit_card,13,2,4,0,casa_escritorio,0.46153846153846156
O01324,0,4,902.11,112.59,0.2683,5,voucher,25,2,4,0,ferramentas_jardim,0.6659313725490197
O03882,1,1,214.58,39.31,0.1832,2,boleto,22,2,4,0,flores,0.4782608695652174
O00637,0,2,202.06,20.99,0.1686,1,credit_card,25,2,4,0,casa_conforto,0.5584415584415584
O04841,0,2,460.29,89.52,0.3018,2,boleto,20,2,4,0,papelaria,0.510230179028133
O00651,1,1,493.51,44.31,0.0898,9,voucher,20,2,4,0,perfumaria,0.42857142857142855
O02343,0,1,305.82,28.17,0.0921,6,credit_card,15,2,4,0,fraldas_higiene,0.35714285714285715
O04752,0,1,457.85,38.95,0.0851,5,credit_card,18,2,4,0,casa_limpeza,0.5555555555555556
O00347,1,3,717.73,101.77,0.2104,2,credit_card,23,2,4,0,beleza_saude,0.6068783068783069
O01436,1,1,17.21,36.23,2.1052,10,voucher,20,3,4,0,moveis_cozinha,0.6470588235294118
O02422,1,2,837.64,89.37,0.1068,8,boleto,14,3,4,0,fashion_bolsas,0.5921052631578947
O03603,1,1,336.98,10.1,0.03,1,boleto,24,3,4,0,fashion_esporte,0.6666666666666666
O03522,0,4,1290.31,104.76,0.0907,7,debit_card,7,4,4,0,casa_conforto,0.5426142697881828
O02950,0,1,145.87,48.54,0.3328,2,boleto,17,4,4,0,casa_conforto,0.6818181818181818
O00926,0,3,1218.58,96.57,0.0702,2,boleto,23,4,4,0,fashion_bolsas,0.5509370015948963
O01051,0,1,102.43,14.07,0.1374,5,debit_card,6,4,4,0,casa_limpeza,0.6
O00423,0,1,400.07,20.61,0.0515,8,credit_card,25,4,4,0,papelaria,0.52
O02391,1,2,877.55,59.77,0.0683,5,voucher,8,4,4,0,casa_limpeza,0.47857142857142854
O02426,0,1,439.73,37.57,0.0854,5,debit_card,22,4,4,0,casa_limpeza,0.5172413793103449
O00761,1,1,314.73,42.06,0.1336,1,voucher,5,4,4,0,cool_stuff,0.4
O02724,1,1,64.53,21.85,0.3386,4,boleto,5,5,4,0,eletroportateis,0.6086956521739131
O02101,0,2,784.4,39.76,0.0494,3,credit_card,23,5,4,0,carnes,0.4318181818181818
O03333,0,1,216.41,26.68,0.1233,3,voucher,13,5,4,0,carnes,0.4166666666666667
O04790,1,1,113.87,48.16,0.4229,2,debit_card,16,6,4,0,carnes,0.5454545454545454
O00482,0,1,240.19,19.41,0.0808,3,voucher,22,6,4,0,casa_limpeza,0.45454545454545453
O03225,1,1,240.81,18.9,0.0785,3,credit_card,21,6,4,0,cool_stuff,0.5882352941176471
O03993,0,1,465.81,18.78,0.0403,1,voucher,25,6,4,0,automotivo,0.4375
O04186,1,1,68.8,22.96,0.3337,1,voucher,14,6,4,0,moveis_escritorio,0.42105263157894735
O04611,0,3,1010.16,94.48,0.1102,2,credit_card,25,0,4,0,casa_conforto,0.6481481481481483
O01640,1,1,72.46,34.66,0.4783,1,credit_card,16,0,4,0,casa_limpeza,0.5
O04100,1,3,704.62,96.92,0.7016,1,credit_card,24,0,4,0,casa_escritorio,0.5601960784313725
O01665,0,1,394.75,28.82,0.073,8,credit_card,23,0,4,0,relogios_presentes,0.6521739130434783
O00122,0,2,345.82,60.74,0.1734,2,boleto,13,1,4,0,fashion_roupa_feminina,0.6619318181818181
O04068,1,1,56.63,29.47,0.5204,4,debit_card,21,1,4,0,livros_interesse,0.6153846153846154
O01857,1,1,152.82,41.52,0.2717,2,debit_card,17,1,4,0,consoles_games,0.6666666666666666
O00996,0,1,50.86,23.26,0.4573,1,credit_card,7,1,4,0,papelaria,0.5333333333333333
O04436,1,2,289.6,40.97,0.1497,2,boleto,7,1,4,0,artigos_nautica,0.6140583554376657
O02822,1,1,383.5,30.57,0.0797,2,credit_card,12,1,4,0,pc_gamer,0.5
O02888,0,3,638.94,63.16,0.1413,1,boleto,21,2,4,0,flores,0.5995169082125603
O01653,0,1,48.26,7.68,0.1591,1,debit_card,15,2,4,0,moveis_presentes,0.625
O00666,1,1,126.92,16.12,0.127,2,boleto,16,2,4,0,casa_jardim,0.3333333333333333
O04728,0,1,82.99,29.21,0.352,2,boleto,17,2,4,0,moveis_jardim,0.34615384615384615
O00685,1,2,265.67,47.67,0.6531,3,debit_card,9,2,4,0,instrumentos_musicais,0.40909090909090906
O03451,1,5,1614.52,97.29,0.0641,4,debit_card,5,2,4,0,artigos_nautica,0.5386274917705796
O04771,0,1,98.82,11.35,0.1149,5,credit_card,16,3,4,0,papelaria,0.46153846153846156
O02573,1,1,174.31,38.99,0.2237,2,voucher,7,3,4,0,fashion_esporte,0.6153846153846154
O01477,0,1,12.67,42.37,3.3441,3,credit_card,23,3,4,0,fashion_roupa_feminina,0.4666666666666667
O01124,1,2,378.54,72.35,0.1861,1,credit_card,5,3,4,0,moveis_quarto,0.5147058823529411
O01773,0,1,157.42,38.24,0.2429,5,debit_card,20,3,4,0,la_cuisine,0.47058823529411764
O04247,0,2,694.12,53.62,0.0805,5,credit_card,25,3,4,0,flores,0.4954545454545455
O02817,1,1,498.44,33.89,0.068,2,credit_card,7,3,4,0,moveis_decoracao,0.3125
O02380,0,1,341.82,37.05,0.1084,1,boleto,24,3,4,0,livros_interesse,0.6111111111111112
O00258,0,1,482.31,39.93,0.0828,9,debit_card,22,3,4,0,seguros_servicos,0.6086956521739131
O02726,1,2,468.78,20.15,0.0417,8,boleto,6,4,4,0,eletroportateis,0.5714285714285714
O02762,0,1,335.59,8.46,0.0252,3,debit_card,15,4,4,0,ferramentas_jardim,0.8125
O01157,0,1,441.46,35.42,0.0802,1,voucher,16,4,4,0,casa_utilidades,0.76
O00755,0,1,359.08,6.13,0.0171,5,voucher,17,4,4,0,fraldas_higiene,0.5909090909090909
O00751,1,1,130.67,39.56,0.3027,6,credit_card,5,4,4,0,moveis_cozinha,0.38095238095238093
O03611,1,4,965.51,102.37,0.1985,2,boleto,14,4,4,0,construcao_ferramentas,0.6649305555555556
O04981,1,2,441.59,56.85,0.4033,1,credit_card,21,4,4,0,casa_quarto,0.5490196078431372
O04150,1,1,406.55,22.85,0.0562,5,debit_card,20,4,4,0,casa_jardim,0.5
O03479,1,3,530.29,61.31,0.1229,4,credit_card,11,5,4,0,audio,0.6054824561403509
O01753,0,1,323.58,29.98,0.0927,5,debit_card,10,5,4,0,livros_interesse,0.5555555555555556
O03807,0,1,458.23,40.78,0.089,1,boleto,20,5,4,0,cool_stuff,0.625
O04399,1,1,184.53,38.52,0.2087,3,voucher,15,5,4,0,cool_stuff,0.36363636363636365
O02742,1,2,757.27,62.16,0.082,1,boleto,11,5,4,0,consoles_games,0.4476190476190476
O00475,0,2,641.55,51.17,0.0778,7,credit_card,10,5,4,0,instrumentos_musicais,0.6743697478991597
O03074,1,2,671.76,64.39,0.1074,2,debit_card,16,6,4,0,casa_cozinha,0.5205314009661836
O02711,0,1,105.7,26.45,0.2502,4,debit_card,22,6,4,0,cool_stuff,0.55
O00718,1,4,945.08,148.37,0.1732,5,credit_card,17,6,4,0,beleza_saude,0.5267649017649018
O04661,0,1,426.57,29.85,0.07,1,debit_card,25,6,4,0,flores,0.5
O03245,1,2,334.23,24.05,0.0705,3,voucher,6,6,4,0,casa_construcao,0.5850202429149798
O00559,0,1,362.93,38.52,0.1061,5,boleto,18,6,4,0,casa_escritorio,0.2916666666666667
O04767,1,5,975.15,74.98,0.1365,3,credit_card,8,6,4,0,alimentos_bebidas,0.48192982456140354
O01394,0,2,81.2,30.04,0.3744,6,credit_card,19,0,4,0,eletronicos,0.6447368421052632
O04739,0,1,140.36,7.62,0.0543,5,credit_card,16,0,4,0,utilidades_domesticas,0.5714285714285714
O04639,0,1,234.97,30.42,0.1295,2,voucher,10,0,4,0,cool_stuff,0.6923076923076923
O04416,0,2,367.55,72.41,0.2135,1,voucher,14,1,5,0,malas_acessorios,0.49719887955182074
O00622,1,1,378.53,36.28,0.0958,6,boleto,16,1,5,0,fashion_calcados,0.5555555555555556
O03276,0,3,315.4,92.12,0.4079,2,boleto,17,1,5,0,artigos_nautica,0.6034858387799565
O00313,1,3,563.66,100.4,0.5336,2,credit_card,14,1,5,0,casa_construcao,0.5162037037037037
O02193,0,2,596.3,61.02,0.2471,2,boleto,11,1,5,0,eletroportateis,0.5
O01406,1,2,508.75,57.33,0.1719,1,debit_card,20,1,5,0,cama_mesa_banho,0.6436781609195402
O00011,1,4,611.31,84.58,0.1442,8,debit_card,6,1,5,0,casa_escritorio,0.5701754385964912
O03327,1,1,347.22,47.95,0.1381,3,credit_card,10,2,5,0,construcao_ferramentas,0.5
O04642,1,1,253.16,21.64,0.0855,9,boleto,8,2,5,0,eletronicos,0.5
O01980,0,1,284.43,9.86,0.0347,2,boleto,25,2,5,0,papelaria,0.4666666666666667
O02702,1,2,320.58,45.5,0.2385,10,credit_card,15,2,5,0,casa_outros,0.5222222222222221
O03880,1,1,448.06,46.4,0.1036,1,voucher,14,2,5,0,casa_conforto,0.3888888888888889
O03858,0,2,604.97,54.31,0.0938,5,debit_card,14,3,5,0,alimentos_bebidas,0.5210084033613445
O00289,1,1,109.06,6.68,0.0613,3,voucher,14,3,5,0,flores,0.5263157894736842
O03380,1,1,123.81,36.08,0.2914,3,debit_card,6,3,5,0,telefonia,0.6666666666666666
O03578,1,2,632.5,25.32,0.0397,2,voucher,6,3,5,0,fashion_roupa_feminina,0.5879917184265011
O04254,1,1,225.81,32.38,0.1434,1,boleto,12,3,5,0,moveis_sala,0.4375
O00038,1,3,335.22,108.75,0.6742,1,debit_card,23,4,5,0,cds_dvds_musicais,0.37380382775119614
O04051,0,1,24.13,20.56,0.8521,4,voucher,19,4,5,0,utilidades_domesticas,0.5263157894736842
O00980,1,4,1048.45,91.24,0.0958,1,voucher,13,4,5,0,audio,0.33715699505173186
O00353,1,1,187.23,39.07,0.2087,1,debit_card,20,4,5,0,construcao_ferramentas,0.7142857142857143
O00060,0,2,290.41,51.62,0.2257,5,voucher,20,5,5,0,artes,0.5647058823529412
O01371,1,4,833.37,104.21,0.4349,1,debit_card,5,5,5,0,carnes,0.47552447552447547
O01081,1,2,585.69,60.73,0.1178,1,credit_card,20,5,5,0,casa_garagem,0.5657894736842105
O00780,1,3,664.02,99.49,0.1798,2,debit_card,11,5,5,0,construcao_ferramentas,0.45423280423280427
O01834,0,1,361.12,26.97,0.0747,5,voucher,23,5,5,0,moveis_quarto,0.6296296296296297
O04822,1,1,11.75,25.49,2.1694,6,voucher,13,5,5,0,casa_outros,0.47058823529411764
O00410,1,1,319.07,9.03,0.0283,3,boleto,17,6,5,0,seguros_servicos,0.5769230769230769
O00704,0,2,498.13,56.97,0.5524,7,debit_card,15,6,5,0,alimentos_bebidas,0.45906432748538006
O02117,0,3,761.7,54.34,0.078,1,credit_card,8,6,5,0,casa_cozinha,0.5268518518518519
O03196,1,1,135.48,30.41,0.2245,10,boleto,19,0,5,0,musica_arte,0.55
O01611,0,1,478.42,15.6,0.0326,2,boleto,18,0,5,0,portateis_cozinha,0.6818181818181818
O03808,1,1,35.03,48.0,1.3703,9,boleto,6,0,5,0,alimentos_bebidas,0.5925925925925926
O00914,1,1,18.16,17.4,0.9581,4,voucher,12,0,5,0,audio,0.36363636363636365
O02824,1,1,10.06,35.75,3.5537,6,debit_card,6,0,5,0,beleza_saude,0.4375
O01543,0,1,231.2,11.02,0.0477,4,voucher,25,0,5,0,eletrodomesticos,0.6666666666666666
O01027,0,1,294.44,19.15,0.065,1,boleto,21,0,5,0,utilidades_domesticas,0.3333333333333333
O02473,0,2,766.61,53.22,0.0695,1,voucher,19,0,5,0,casa_banheiro,0.47058823529411764
O03197,1,1,478.17,9.77,0.0204,3,boleto,9,1,5,0,eletronicos,0.43478260869565216
O03435,1,2,705.96,19.96,0.0353,1,debit_card,8,1,5,0,livros_interesse,0.604978354978355
O00724,1,1,425.61,24.73,0.0581,1,debit_card,9,1,5,0,moveis_decoracao,0.5
O00855,1,1,407.55,37.84,0.0928,3,boleto,6,1,5,0,casa_garagem,0.4090909090909091
O04993,1,4,1076.77,118.93,0.1103,5,debit_card,18,1,5,0,construcao_ferramentas,0.5586737881059469
O01948,1,1,426.66,44.71,0.1048,7,boleto,18,1,5,0,casa_outros,0.5384615384615384
O00463,0,1,306.57,37.84,0.1234,5,debit_card,23,1,5,0,beleza_saude,0.6521739130434783
O00867,0,1,479.47,37.52,0.0783,3,debit_card,20,1,5,0,carnes,0.7058823529411765
O01822,1,2,766.28,55.82,0.0798,3,credit_card,6,1,5,0,moda_roupa,0.5130718954248366
O01634,1,2,619.33,55.52,0.1034,2,voucher,9,2,5,0,la_cuisine,0.3482352941176471
O04788,0,2,515.75,42.98,0.1292,3,voucher,20,2,5,0,alimentos_bebidas,0.5227272727272727
O01069,1,2,706.76,58.34,0.092,7,voucher,12,2,5,0,moveis_presentes,0.6017786561264822
O00910,0,1,151.18,10.14,0.0671,1,debit_card,21,2,5,0,fashion_calcados,0.7058823529411765
O04229,1,2,546.82,79.56,0.1582,1,boleto,13,3,5,0,alimentos_bebidas,0.6083333333333334
O03412,1,2,697.28,52.4,0.0771,3,debit_card,6,3,5,0,beleza_saude,0.3771929824561403
O00600,0,1,461.72,28.88,0.0625,4,credit_card,20,3,5,0,moveis_quarto,0.6666666666666666
O04154,0,1,410.17,5.37,0.0131,1,boleto,9,3,5,0,utilidades_domesticas,0.625
